index,PCE,quantity DS HTL,ratio P3HT:PCBM,P3HT,PCBM,temperature,dew point,hummidity,time,Set,PCE_pred
96,0.386665943,0.5,1.2,1.2,1.0,16.11,8.89,63,47,Training,0.4203983663652544
97,0.496965052,0.5,1.1,1.1,1.0,16.11,8.89,63,47,Training,0.49128521389919916
98,0.591496449,0.5,1.0,1.0,1.0,16.11,8.89,63,47,Training,0.6133601732695035
99,0.416701285,0.5,1.11,1.0,0.9,16.11,8.89,63,47,Training,0.4675619733838036
100,0.350119849,0.5,1.2,1.2,1.0,12.78,7.78,72,69,Training,0.4090679383983644
101,0.434195639,0.5,1.1,1.1,1.0,12.78,7.78,72,69,Training,0.48028727568495067
102,0.539906641,0.5,1.0,1.0,1.0,12.78,7.78,72,69,Training,0.5616625754927027
103,0.372726732,0.5,1.11,1.0,0.9,12.78,7.78,72,69,Training,0.4194422330243415
104,0.989863056,0.5,1.25,1.0,0.8,12.78,7.78,72,69,Training,0.928862347980866
105,0.456260932,0.5,1.1,1.1,1.0,12.22,3.89,58,78,Training,0.48292387983630575
106,0.536703421,0.5,1.0,1.0,1.0,12.22,3.89,58,78,Training,0.5616625754927027
107,0.385337873,0.5,1.11,1.0,0.9,12.22,3.89,58,78,Training,0.4208606372243415
108,0.372614967,0.5,1.2,1.2,1.0,12.22,10.0,88,98,Training,0.41313303729565437
109,0.4830183,0.5,1.1,1.1,1.0,12.22,10.0,88,98,Training,0.48292387983630575
110,0.561212369,0.5,1.0,1.0,1.0,12.22,10.0,88,98,Training,0.5616625754927027
111,0.388483675,0.5,1.11,1.0,0.9,12.22,10.0,88,98,Training,0.4208606372243415
112,0.989621572,0.5,1.25,1.0,0.8,12.22,10.0,88,98,Training,0.928763457868026
113,0.356893347,0.5,1.2,1.2,1.0,17.22,1.11,34,104,Training,0.41141565238281486
114,0.574729323,0.5,1.0,1.0,1.0,17.22,1.11,34,104,Training,0.5616625754927027
115,0.340614017,0.5,1.11,1.0,0.9,17.22,1.11,34,104,Training,0.4116183251277611
116,0.892249893,0.5,1.25,1.0,0.8,17.22,1.11,34,104,Training,0.8623797748449392
117,0.371755573,0.5,1.2,1.2,1.0,16.11,2.78,42,111,Training,0.41315951291464403
118,0.468562853,0.5,1.1,1.1,1.0,16.11,2.78,42,111,Training,0.48295035545529535
119,0.579998859,0.5,1.0,1.0,1.0,16.11,2.78,42,111,Training,0.5634064360245319
120,0.400197432,0.5,1.11,1.0,0.9,16.11,2.78,42,111,Training,0.42431935986117786
122,0.352322598,0.5,1.2,1.2,1.0,16.11,8.89,63,118,Training,0.41315951291464403
124,0.366227516,0.5,1.11,1.0,0.9,16.11,8.89,63,118,Training,0.418985493058356
125,0.363799107,0.5,1.2,1.2,1.0,15.0,11.11,77,125,Training,0.41315951291464403
126,0.429654858,0.5,1.1,1.1,1.0,15.0,11.11,77,125,Training,0.48295035545529535
127,0.3570133,0.5,1.11,1.0,0.9,15.0,11.11,77,125,Training,0.418985493058356
128,0.369159567,0.5,1.2,1.2,1.0,17.22,10.0,63,132,Training,0.41315951291464403
129,0.476260423,0.5,1.1,1.1,1.0,17.22,10.0,63,132,Training,0.48407401289830293
130,0.509081229,0.5,1.0,1.0,1.0,17.22,10.0,63,132,Training,0.5634064360245319
132,0.967710542,0.5,1.25,1.0,0.8,17.22,10.0,63,132,Training,0.8991381583485529
133,0.368956741,0.5,1.2,1.2,1.0,12.78,11.11,88,139,Training,0.41315951291464403
134,0.479060095,0.5,1.1,1.1,1.0,12.78,11.11,88,139,Training,0.48407401289830293
135,0.576230706,0.5,1.0,1.0,1.0,12.78,11.11,88,139,Training,0.5634064360245319
136,0.372331527,0.5,1.11,1.0,0.9,12.78,11.11,88,139,Training,0.418985493058356
137,0.879525394,0.5,1.25,1.0,0.8,12.78,11.11,88,139,Training,0.8569471232003472
139,0.462781497,0.5,1.1,1.1,1.0,15.0,12.22,82,146,Training,0.48407401289830293
140,0.563189777,0.5,1.0,1.0,1.0,15.0,12.22,82,146,Training,0.5634064360245319
141,0.354058686,0.5,1.11,1.0,0.9,15.0,12.22,82,146,Training,0.4143481606869422
142,0.919770884,0.5,1.25,1.0,0.8,15.0,12.22,82,146,Training,0.8597799311066996
143,0.353683633,0.5,1.2,1.2,1.0,12.78,6.11,63,153,Training,0.41315951291464403
144,0.586818948,0.5,1.0,1.0,1.0,12.78,6.11,63,153,Training,0.5653976920290825
145,0.356698391,0.5,1.2,1.2,1.0,17.22,12.78,77,160,Training,0.39655510235308833
146,0.385475764,0.5,1.1,1.1,1.0,17.22,12.78,77,160,Training,0.4456538409274268
148,0.328186539,0.5,1.11,1.0,0.9,17.22,12.78,77,160,Training,0.3902495294930446
150,0.370432077,0.5,1.2,1.2,1.0,18.89,10.0,56,174,Training,0.39655510235308833
151,0.439298807,0.5,1.1,1.1,1.0,18.89,10.0,56,174,Training,0.45166602060770655
152,0.560664302,0.5,1.0,1.0,1.0,18.89,10.0,56,174,Training,0.5224948883484561
153,0.344411681,0.5,1.11,1.0,0.9,18.89,10.0,56,174,Training,0.3902495294930446
154,0.854300392,0.5,1.25,1.0,0.8,18.89,10.0,56,174,Training,0.8181442609796499
155,0.364228311,0.5,1.2,1.2,1.0,15.0,13.89,94,181,Training,0.38976471288335246
157,0.460062653,0.5,1.0,1.0,1.0,15.0,13.89,94,181,Training,0.4990733573079805
159,0.766864312,0.5,1.25,1.0,0.8,15.0,13.89,94,181,Training,0.7391047695695909
160,0.389181708,0.5,1.1,1.1,1.0,22.78,12.22,50,188,Training,0.440727502302111
161,0.493845342,0.5,1.0,1.0,1.0,22.78,12.22,50,188,Training,0.49147424847823645
162,0.29017084,0.5,1.11,1.0,0.9,22.78,12.22,50,188,Training,0.3648836195994271
163,0.703070694,0.5,1.25,1.0,0.8,22.78,12.22,50,188,Training,0.6898798616922619
164,0.452497191,0.5,1.0,1.0,1.0,22.78,18.89,78,195,Training,0.49077740892823646
165,0.3175822,0.5,1.11,1.0,0.9,22.78,18.89,78,195,Training,0.3652908652058111
166,0.326595166,0.5,1.2,1.2,1.0,22.78,6.11,33,202,Training,0.373937362324955
