train,split,model,type,seed,y,names,error_type,X_descriptors,n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,ccp_alpha,oob_score,max_samples,rmse
90,RND,RF,reg,70,PCE,index,rmse,"['quantity DS HTL', 'ratio P3HT:PCBM', 'PCBM', 'time']",40,20,1.0,2,1,0,0,False,0.75,0.04798814986979423
