index,quantity DS HTL,P3HT,PCBM,temperature,dew point,hummidity,pressure,time,ratio P3HT:PCBM
1103,0.19999999999999998,1.5,1.0,17.22,2.78,39.0,1007.79,4.0,1.5
1104,0.19999999999999998,1.5,1.0,17.22,2.78,39.0,1007.79,5.0,1.5
1105,0.19999999999999998,1.5,1.1,17.22,2.78,39.0,1007.79,0.0,1.3636363636363635
1106,0.19999999999999998,1.5,1.1,17.22,2.78,39.0,1007.79,1.0,1.3636363636363635
1107,0.19999999999999998,1.5,1.1,17.22,2.78,39.0,1007.79,2.0,1.3636363636363635
1108,0.19999999999999998,1.5,1.1,17.22,2.78,39.0,1007.79,3.0,1.3636363636363635
1109,0.19999999999999998,1.5,1.1,17.22,2.78,39.0,1007.79,4.0,1.3636363636363635
1110,0.19999999999999998,1.5,1.1,17.22,2.78,39.0,1007.79,5.0,1.3636363636363635
1111,0.19999999999999998,1.5,1.2000000000000002,17.22,2.78,39.0,1007.79,0.0,1.2499999999999998
1112,0.19999999999999998,1.5,1.2000000000000002,17.22,2.78,39.0,1007.79,1.0,1.2499999999999998
1113,0.19999999999999998,1.5,1.2000000000000002,17.22,2.78,39.0,1007.79,2.0,1.2499999999999998
1114,0.19999999999999998,1.5,1.2000000000000002,17.22,2.78,39.0,1007.79,3.0,1.2499999999999998
1115,0.19999999999999998,1.5,1.2000000000000002,17.22,2.78,39.0,1007.79,4.0,1.2499999999999998
1116,0.19999999999999998,1.5,1.2000000000000002,17.22,2.78,39.0,1007.79,5.0,1.2499999999999998
1117,0.19999999999999998,1.5,1.3,17.22,2.78,39.0,1007.79,0.0,1.1538461538461537
1118,0.19999999999999998,1.5,1.3,17.22,2.78,39.0,1007.79,1.0,1.1538461538461537
1119,0.19999999999999998,1.5,1.3,17.22,2.78,39.0,1007.79,2.0,1.1538461538461537
1120,0.19999999999999998,1.5,1.3,17.22,2.78,39.0,1007.79,3.0,1.1538461538461537
1121,0.19999999999999998,1.5,1.3,17.22,2.78,39.0,1007.79,4.0,1.1538461538461537
1122,0.19999999999999998,1.5,1.3,17.22,2.78,39.0,1007.79,5.0,1.1538461538461537
1123,0.19999999999999998,1.5,1.4000000000000001,17.22,2.78,39.0,1007.79,0.0,1.0714285714285714
1124,0.19999999999999998,1.5,1.4000000000000001,17.22,2.78,39.0,1007.79,1.0,1.0714285714285714
1125,0.19999999999999998,1.5,1.4000000000000001,17.22,2.78,39.0,1007.79,2.0,1.0714285714285714
1126,0.19999999999999998,1.5,1.4000000000000001,17.22,2.78,39.0,1007.79,3.0,1.0714285714285714
1127,0.19999999999999998,1.5,1.4000000000000001,17.22,2.78,39.0,1007.79,4.0,1.0714285714285714
1128,0.19999999999999998,1.5,1.4000000000000001,17.22,2.78,39.0,1007.79,5.0,1.0714285714285714
1129,0.19999999999999998,1.5,1.5,17.22,2.78,39.0,1007.79,0.0,1.0
1130,0.19999999999999998,1.5,1.5,17.22,2.78,39.0,1007.79,1.0,1.0
1131,0.19999999999999998,1.5,1.5,17.22,2.78,39.0,1007.79,2.0,1.0
1132,0.19999999999999998,1.5,1.5,17.22,2.78,39.0,1007.79,3.0,1.0
1133,0.19999999999999998,1.5,1.5,17.22,2.78,39.0,1007.79,4.0,1.0
1134,0.19999999999999998,1.5,1.5,17.22,2.78,39.0,1007.79,5.0,1.0
1135,0.19999999999999998,1.5,1.6,17.22,2.78,39.0,1007.79,0.0,0.9375
1136,0.19999999999999998,1.5,1.6,17.22,2.78,39.0,1007.79,1.0,0.9375
1137,0.19999999999999998,1.5,1.6,17.22,2.78,39.0,1007.79,2.0,0.9375
1138,0.19999999999999998,1.5,1.6,17.22,2.78,39.0,1007.79,3.0,0.9375
1139,0.19999999999999998,1.5,1.6,17.22,2.78,39.0,1007.79,4.0,0.9375
1140,0.19999999999999998,1.5,1.6,17.22,2.78,39.0,1007.79,5.0,0.9375
1141,0.19999999999999998,1.6,0.7,17.22,2.78,39.0,1007.79,0.0,2.285714285714286
1142,0.19999999999999998,1.6,0.7,17.22,2.78,39.0,1007.79,1.0,2.285714285714286
1143,0.19999999999999998,1.6,0.7,17.22,2.78,39.0,1007.79,2.0,2.285714285714286
1144,0.19999999999999998,1.6,0.7,17.22,2.78,39.0,1007.79,3.0,2.285714285714286
1145,0.19999999999999998,1.6,0.7,17.22,2.78,39.0,1007.79,4.0,2.285714285714286
1146,0.19999999999999998,1.6,0.7,17.22,2.78,39.0,1007.79,5.0,2.285714285714286
1147,0.19999999999999998,1.6,0.7999999999999999,17.22,2.78,39.0,1007.79,0.0,2.0000000000000004
1148,0.19999999999999998,1.6,0.7999999999999999,17.22,2.78,39.0,1007.79,1.0,2.0000000000000004
1149,0.19999999999999998,1.6,0.7999999999999999,17.22,2.78,39.0,1007.79,2.0,2.0000000000000004
1150,0.19999999999999998,1.6,0.7999999999999999,17.22,2.78,39.0,1007.79,3.0,2.0000000000000004
1151,0.19999999999999998,1.6,0.7999999999999999,17.22,2.78,39.0,1007.79,4.0,2.0000000000000004
1152,0.19999999999999998,1.6,0.7999999999999999,17.22,2.78,39.0,1007.79,5.0,2.0000000000000004
1153,0.19999999999999998,1.6,0.9,17.22,2.78,39.0,1007.79,0.0,1.777777777777778
1154,0.19999999999999998,1.6,0.9,17.22,2.78,39.0,1007.79,1.0,1.777777777777778
1155,0.19999999999999998,1.6,0.9,17.22,2.78,39.0,1007.79,2.0,1.777777777777778
1156,0.19999999999999998,1.6,0.9,17.22,2.78,39.0,1007.79,3.0,1.777777777777778
1157,0.19999999999999998,1.6,0.9,17.22,2.78,39.0,1007.79,4.0,1.777777777777778
1158,0.19999999999999998,1.6,0.9,17.22,2.78,39.0,1007.79,5.0,1.777777777777778
1159,0.19999999999999998,1.6,1.0,17.22,2.78,39.0,1007.79,0.0,1.6
1160,0.19999999999999998,1.6,1.0,17.22,2.78,39.0,1007.79,1.0,1.6
1161,0.19999999999999998,1.6,1.0,17.22,2.78,39.0,1007.79,2.0,1.6
1162,0.19999999999999998,1.6,1.0,17.22,2.78,39.0,1007.79,3.0,1.6
1163,0.19999999999999998,1.6,1.0,17.22,2.78,39.0,1007.79,4.0,1.6
1164,0.19999999999999998,1.6,1.0,17.22,2.78,39.0,1007.79,5.0,1.6
1165,0.19999999999999998,1.6,1.1,17.22,2.78,39.0,1007.79,0.0,1.4545454545454546
1166,0.19999999999999998,1.6,1.1,17.22,2.78,39.0,1007.79,1.0,1.4545454545454546
1167,0.19999999999999998,1.6,1.1,17.22,2.78,39.0,1007.79,2.0,1.4545454545454546
1168,0.19999999999999998,1.6,1.1,17.22,2.78,39.0,1007.79,3.0,1.4545454545454546
1169,0.19999999999999998,1.6,1.1,17.22,2.78,39.0,1007.79,4.0,1.4545454545454546
1170,0.19999999999999998,1.6,1.1,17.22,2.78,39.0,1007.79,5.0,1.4545454545454546
1171,0.19999999999999998,1.6,1.2000000000000002,17.22,2.78,39.0,1007.79,0.0,1.3333333333333333
1172,0.19999999999999998,1.6,1.2000000000000002,17.22,2.78,39.0,1007.79,1.0,1.3333333333333333
1173,0.19999999999999998,1.6,1.2000000000000002,17.22,2.78,39.0,1007.79,2.0,1.3333333333333333
1174,0.19999999999999998,1.6,1.2000000000000002,17.22,2.78,39.0,1007.79,3.0,1.3333333333333333
1175,0.19999999999999998,1.6,1.2000000000000002,17.22,2.78,39.0,1007.79,4.0,1.3333333333333333
1176,0.19999999999999998,1.6,1.2000000000000002,17.22,2.78,39.0,1007.79,5.0,1.3333333333333333
1177,0.19999999999999998,1.6,1.3,17.22,2.78,39.0,1007.79,0.0,1.2307692307692308
1178,0.19999999999999998,1.6,1.3,17.22,2.78,39.0,1007.79,1.0,1.2307692307692308
1179,0.19999999999999998,1.6,1.3,17.22,2.78,39.0,1007.79,2.0,1.2307692307692308
1180,0.19999999999999998,1.6,1.3,17.22,2.78,39.0,1007.79,3.0,1.2307692307692308
1181,0.19999999999999998,1.6,1.3,17.22,2.78,39.0,1007.79,4.0,1.2307692307692308
1182,0.19999999999999998,1.6,1.3,17.22,2.78,39.0,1007.79,5.0,1.2307692307692308
1183,0.19999999999999998,1.6,1.4000000000000001,17.22,2.78,39.0,1007.79,0.0,1.1428571428571428
1184,0.19999999999999998,1.6,1.4000000000000001,17.22,2.78,39.0,1007.79,1.0,1.1428571428571428
1185,0.19999999999999998,1.6,1.4000000000000001,17.22,2.78,39.0,1007.79,2.0,1.1428571428571428
1186,0.19999999999999998,1.6,1.4000000000000001,17.22,2.78,39.0,1007.79,3.0,1.1428571428571428
1187,0.19999999999999998,1.6,1.4000000000000001,17.22,2.78,39.0,1007.79,4.0,1.1428571428571428
1188,0.19999999999999998,1.6,1.4000000000000001,17.22,2.78,39.0,1007.79,5.0,1.1428571428571428
1189,0.19999999999999998,1.6,1.5,17.22,2.78,39.0,1007.79,0.0,1.0666666666666667
1190,0.19999999999999998,1.6,1.5,17.22,2.78,39.0,1007.79,1.0,1.0666666666666667
1191,0.19999999999999998,1.6,1.5,17.22,2.78,39.0,1007.79,2.0,1.0666666666666667
1192,0.19999999999999998,1.6,1.5,17.22,2.78,39.0,1007.79,3.0,1.0666666666666667
1193,0.19999999999999998,1.6,1.5,17.22,2.78,39.0,1007.79,4.0,1.0666666666666667
1194,0.19999999999999998,1.6,1.5,17.22,2.78,39.0,1007.79,5.0,1.0666666666666667
1195,0.19999999999999998,1.6,1.6,17.22,2.78,39.0,1007.79,0.0,1.0
1196,0.19999999999999998,1.6,1.6,17.22,2.78,39.0,1007.79,1.0,1.0
1197,0.19999999999999998,1.6,1.6,17.22,2.78,39.0,1007.79,2.0,1.0
1198,0.19999999999999998,1.6,1.6,17.22,2.78,39.0,1007.79,3.0,1.0
1199,0.19999999999999998,1.6,1.6,17.22,2.78,39.0,1007.79,4.0,1.0
1200,0.19999999999999998,1.6,1.6,17.22,2.78,39.0,1007.79,5.0,1.0
1201,0.25,0.7,0.7,17.22,2.78,39.0,1007.79,0.0,1.0
1202,0.25,0.7,0.7,17.22,2.78,39.0,1007.79,1.0,1.0
1203,0.25,0.7,0.7,17.22,2.78,39.0,1007.79,2.0,1.0
1204,0.25,0.7,0.7,17.22,2.78,39.0,1007.79,3.0,1.0
1205,0.25,0.7,0.7,17.22,2.78,39.0,1007.79,4.0,1.0
1206,0.25,0.7,0.7,17.22,2.78,39.0,1007.79,5.0,1.0
1207,0.25,0.7,0.7999999999999999,17.22,2.78,39.0,1007.79,0.0,0.875
1208,0.25,0.7,0.7999999999999999,17.22,2.78,39.0,1007.79,1.0,0.875
1209,0.25,0.7,0.7999999999999999,17.22,2.78,39.0,1007.79,2.0,0.875
1210,0.25,0.7,0.7999999999999999,17.22,2.78,39.0,1007.79,3.0,0.875
1211,0.25,0.7,0.7999999999999999,17.22,2.78,39.0,1007.79,4.0,0.875
1212,0.25,0.7,0.7999999999999999,17.22,2.78,39.0,1007.79,5.0,0.875
1213,0.25,0.7,0.9,17.22,2.78,39.0,1007.79,0.0,0.7777777777777777
1214,0.25,0.7,0.9,17.22,2.78,39.0,1007.79,1.0,0.7777777777777777
1215,0.25,0.7,0.9,17.22,2.78,39.0,1007.79,2.0,0.7777777777777777
1216,0.25,0.7,0.9,17.22,2.78,39.0,1007.79,3.0,0.7777777777777777
1217,0.25,0.7,0.9,17.22,2.78,39.0,1007.79,4.0,0.7777777777777777
1218,0.25,0.7,0.9,17.22,2.78,39.0,1007.79,5.0,0.7777777777777777
1219,0.25,0.7,1.0,17.22,2.78,39.0,1007.79,0.0,0.7
1220,0.25,0.7,1.0,17.22,2.78,39.0,1007.79,1.0,0.7
1221,0.25,0.7,1.0,17.22,2.78,39.0,1007.79,2.0,0.7
1222,0.25,0.7,1.0,17.22,2.78,39.0,1007.79,3.0,0.7
1223,0.25,0.7,1.0,17.22,2.78,39.0,1007.79,4.0,0.7
1224,0.25,0.7,1.0,17.22,2.78,39.0,1007.79,5.0,0.7
1225,0.25,0.7,1.1,17.22,2.78,39.0,1007.79,0.0,0.6363636363636362
1226,0.25,0.7,1.1,17.22,2.78,39.0,1007.79,1.0,0.6363636363636362
1227,0.25,0.7,1.1,17.22,2.78,39.0,1007.79,2.0,0.6363636363636362
1228,0.25,0.7,1.1,17.22,2.78,39.0,1007.79,3.0,0.6363636363636362
1229,0.25,0.7,1.1,17.22,2.78,39.0,1007.79,4.0,0.6363636363636362
1230,0.25,0.7,1.1,17.22,2.78,39.0,1007.79,5.0,0.6363636363636362
1231,0.25,0.7,1.2000000000000002,17.22,2.78,39.0,1007.79,0.0,0.5833333333333333
1232,0.25,0.7,1.2000000000000002,17.22,2.78,39.0,1007.79,1.0,0.5833333333333333
1233,0.25,0.7,1.2000000000000002,17.22,2.78,39.0,1007.79,2.0,0.5833333333333333
1234,0.25,0.7,1.2000000000000002,17.22,2.78,39.0,1007.79,3.0,0.5833333333333333
1235,0.25,0.7,1.2000000000000002,17.22,2.78,39.0,1007.79,4.0,0.5833333333333333
1236,0.25,0.7,1.2000000000000002,17.22,2.78,39.0,1007.79,5.0,0.5833333333333333
1237,0.25,0.7,1.3,17.22,2.78,39.0,1007.79,0.0,0.5384615384615384
1238,0.25,0.7,1.3,17.22,2.78,39.0,1007.79,1.0,0.5384615384615384
1239,0.25,0.7,1.3,17.22,2.78,39.0,1007.79,2.0,0.5384615384615384
1240,0.25,0.7,1.3,17.22,2.78,39.0,1007.79,3.0,0.5384615384615384
1241,0.25,0.7,1.3,17.22,2.78,39.0,1007.79,4.0,0.5384615384615384
1242,0.25,0.7,1.3,17.22,2.78,39.0,1007.79,5.0,0.5384615384615384
1243,0.25,0.7,1.4000000000000001,17.22,2.78,39.0,1007.79,0.0,0.49999999999999994
1244,0.25,0.7,1.4000000000000001,17.22,2.78,39.0,1007.79,1.0,0.49999999999999994
1245,0.25,0.7,1.4000000000000001,17.22,2.78,39.0,1007.79,2.0,0.49999999999999994
1246,0.25,0.7,1.4000000000000001,17.22,2.78,39.0,1007.79,3.0,0.49999999999999994
1247,0.25,0.7,1.4000000000000001,17.22,2.78,39.0,1007.79,4.0,0.49999999999999994
1248,0.25,0.7,1.4000000000000001,17.22,2.78,39.0,1007.79,5.0,0.49999999999999994
1249,0.25,0.7,1.5,17.22,2.78,39.0,1007.79,0.0,0.4666666666666666
1250,0.25,0.7,1.5,17.22,2.78,39.0,1007.79,1.0,0.4666666666666666
1251,0.25,0.7,1.5,17.22,2.78,39.0,1007.79,2.0,0.4666666666666666
1252,0.25,0.7,1.5,17.22,2.78,39.0,1007.79,3.0,0.4666666666666666
1253,0.25,0.7,1.5,17.22,2.78,39.0,1007.79,4.0,0.4666666666666666
1254,0.25,0.7,1.5,17.22,2.78,39.0,1007.79,5.0,0.4666666666666666
1255,0.25,0.7,1.6,17.22,2.78,39.0,1007.79,0.0,0.43749999999999994
1256,0.25,0.7,1.6,17.22,2.78,39.0,1007.79,1.0,0.43749999999999994
1257,0.25,0.7,1.6,17.22,2.78,39.0,1007.79,2.0,0.43749999999999994
1258,0.25,0.7,1.6,17.22,2.78,39.0,1007.79,3.0,0.43749999999999994
1259,0.25,0.7,1.6,17.22,2.78,39.0,1007.79,4.0,0.43749999999999994
1260,0.25,0.7,1.6,17.22,2.78,39.0,1007.79,5.0,0.43749999999999994
1261,0.25,0.7999999999999999,0.7,17.22,2.78,39.0,1007.79,0.0,1.1428571428571428
1262,0.25,0.7999999999999999,0.7,17.22,2.78,39.0,1007.79,1.0,1.1428571428571428
1263,0.25,0.7999999999999999,0.7,17.22,2.78,39.0,1007.79,2.0,1.1428571428571428
1264,0.25,0.7999999999999999,0.7,17.22,2.78,39.0,1007.79,3.0,1.1428571428571428
1265,0.25,0.7999999999999999,0.7,17.22,2.78,39.0,1007.79,4.0,1.1428571428571428
1266,0.25,0.7999999999999999,0.7,17.22,2.78,39.0,1007.79,5.0,1.1428571428571428
1267,0.25,0.7999999999999999,0.7999999999999999,17.22,2.78,39.0,1007.79,0.0,1.0
1268,0.25,0.7999999999999999,0.7999999999999999,17.22,2.78,39.0,1007.79,1.0,1.0
1269,0.25,0.7999999999999999,0.7999999999999999,17.22,2.78,39.0,1007.79,2.0,1.0
1270,0.25,0.7999999999999999,0.7999999999999999,17.22,2.78,39.0,1007.79,3.0,1.0
1271,0.25,0.7999999999999999,0.7999999999999999,17.22,2.78,39.0,1007.79,4.0,1.0
1272,0.25,0.7999999999999999,0.7999999999999999,17.22,2.78,39.0,1007.79,5.0,1.0
1273,0.25,0.7999999999999999,0.9,17.22,2.78,39.0,1007.79,0.0,0.8888888888888888
1274,0.25,0.7999999999999999,0.9,17.22,2.78,39.0,1007.79,1.0,0.8888888888888888
1275,0.25,0.7999999999999999,0.9,17.22,2.78,39.0,1007.79,2.0,0.8888888888888888
1276,0.25,0.7999999999999999,0.9,17.22,2.78,39.0,1007.79,3.0,0.8888888888888888
1277,0.25,0.7999999999999999,0.9,17.22,2.78,39.0,1007.79,4.0,0.8888888888888888
1278,0.25,0.7999999999999999,0.9,17.22,2.78,39.0,1007.79,5.0,0.8888888888888888
1279,0.25,0.7999999999999999,1.0,17.22,2.78,39.0,1007.79,0.0,0.7999999999999999
1280,0.25,0.7999999999999999,1.0,17.22,2.78,39.0,1007.79,1.0,0.7999999999999999
1281,0.25,0.7999999999999999,1.0,17.22,2.78,39.0,1007.79,2.0,0.7999999999999999
1282,0.25,0.7999999999999999,1.0,17.22,2.78,39.0,1007.79,3.0,0.7999999999999999
1283,0.25,0.7999999999999999,1.0,17.22,2.78,39.0,1007.79,4.0,0.7999999999999999
1284,0.25,0.7999999999999999,1.0,17.22,2.78,39.0,1007.79,5.0,0.7999999999999999
1285,0.25,0.7999999999999999,1.1,17.22,2.78,39.0,1007.79,0.0,0.7272727272727272
1286,0.25,0.7999999999999999,1.1,17.22,2.78,39.0,1007.79,1.0,0.7272727272727272
1287,0.25,0.7999999999999999,1.1,17.22,2.78,39.0,1007.79,2.0,0.7272727272727272
1288,0.25,0.7999999999999999,1.1,17.22,2.78,39.0,1007.79,3.0,0.7272727272727272
1289,0.25,0.7999999999999999,1.1,17.22,2.78,39.0,1007.79,4.0,0.7272727272727272
1290,0.25,0.7999999999999999,1.1,17.22,2.78,39.0,1007.79,5.0,0.7272727272727272
1291,0.25,0.7999999999999999,1.2000000000000002,17.22,2.78,39.0,1007.79,0.0,0.6666666666666665
1292,0.25,0.7999999999999999,1.2000000000000002,17.22,2.78,39.0,1007.79,1.0,0.6666666666666665
1293,0.25,0.7999999999999999,1.2000000000000002,17.22,2.78,39.0,1007.79,2.0,0.6666666666666665
1294,0.25,0.7999999999999999,1.2000000000000002,17.22,2.78,39.0,1007.79,3.0,0.6666666666666665
1295,0.25,0.7999999999999999,1.2000000000000002,17.22,2.78,39.0,1007.79,4.0,0.6666666666666665
1296,0.25,0.7999999999999999,1.2000000000000002,17.22,2.78,39.0,1007.79,5.0,0.6666666666666665
1297,0.25,0.7999999999999999,1.3,17.22,2.78,39.0,1007.79,0.0,0.6153846153846153
1298,0.25,0.7999999999999999,1.3,17.22,2.78,39.0,1007.79,1.0,0.6153846153846153
1299,0.25,0.7999999999999999,1.3,17.22,2.78,39.0,1007.79,2.0,0.6153846153846153
1300,0.25,0.7999999999999999,1.3,17.22,2.78,39.0,1007.79,3.0,0.6153846153846153
1301,0.25,0.7999999999999999,1.3,17.22,2.78,39.0,1007.79,4.0,0.6153846153846153
1302,0.25,0.7999999999999999,1.3,17.22,2.78,39.0,1007.79,5.0,0.6153846153846153
1303,0.25,0.7999999999999999,1.4000000000000001,17.22,2.78,39.0,1007.79,0.0,0.5714285714285713
1304,0.25,0.7999999999999999,1.4000000000000001,17.22,2.78,39.0,1007.79,1.0,0.5714285714285713
1305,0.25,0.7999999999999999,1.4000000000000001,17.22,2.78,39.0,1007.79,2.0,0.5714285714285713
1306,0.25,0.7999999999999999,1.4000000000000001,17.22,2.78,39.0,1007.79,3.0,0.5714285714285713
1307,0.25,0.7999999999999999,1.4000000000000001,17.22,2.78,39.0,1007.79,4.0,0.5714285714285713
1308,0.25,0.7999999999999999,1.4000000000000001,17.22,2.78,39.0,1007.79,5.0,0.5714285714285713
1309,0.25,0.7999999999999999,1.5,17.22,2.78,39.0,1007.79,0.0,0.5333333333333333
1310,0.25,0.7999999999999999,1.5,17.22,2.78,39.0,1007.79,1.0,0.5333333333333333
1311,0.25,0.7999999999999999,1.5,17.22,2.78,39.0,1007.79,2.0,0.5333333333333333
1312,0.25,0.7999999999999999,1.5,17.22,2.78,39.0,1007.79,3.0,0.5333333333333333
1313,0.25,0.7999999999999999,1.5,17.22,2.78,39.0,1007.79,4.0,0.5333333333333333
1314,0.25,0.7999999999999999,1.5,17.22,2.78,39.0,1007.79,5.0,0.5333333333333333
1315,0.25,0.7999999999999999,1.6,17.22,2.78,39.0,1007.79,0.0,0.49999999999999994
1316,0.25,0.7999999999999999,1.6,17.22,2.78,39.0,1007.79,1.0,0.49999999999999994
1317,0.25,0.7999999999999999,1.6,17.22,2.78,39.0,1007.79,2.0,0.49999999999999994
1318,0.25,0.7999999999999999,1.6,17.22,2.78,39.0,1007.79,3.0,0.49999999999999994
1319,0.25,0.7999999999999999,1.6,17.22,2.78,39.0,1007.79,4.0,0.49999999999999994
1320,0.25,0.7999999999999999,1.6,17.22,2.78,39.0,1007.79,5.0,0.49999999999999994
1321,0.25,0.9,0.7,17.22,2.78,39.0,1007.79,0.0,1.2857142857142858
1322,0.25,0.9,0.7,17.22,2.78,39.0,1007.79,1.0,1.2857142857142858
1323,0.25,0.9,0.7,17.22,2.78,39.0,1007.79,2.0,1.2857142857142858
1324,0.25,0.9,0.7,17.22,2.78,39.0,1007.79,3.0,1.2857142857142858
1325,0.25,0.9,0.7,17.22,2.78,39.0,1007.79,4.0,1.2857142857142858
1326,0.25,0.9,0.7,17.22,2.78,39.0,1007.79,5.0,1.2857142857142858
1327,0.25,0.9,0.7999999999999999,17.22,2.78,39.0,1007.79,0.0,1.1250000000000002
1328,0.25,0.9,0.7999999999999999,17.22,2.78,39.0,1007.79,1.0,1.1250000000000002
1329,0.25,0.9,0.7999999999999999,17.22,2.78,39.0,1007.79,2.0,1.1250000000000002
1330,0.25,0.9,0.7999999999999999,17.22,2.78,39.0,1007.79,3.0,1.1250000000000002
1331,0.25,0.9,0.7999999999999999,17.22,2.78,39.0,1007.79,4.0,1.1250000000000002
1332,0.25,0.9,0.7999999999999999,17.22,2.78,39.0,1007.79,5.0,1.1250000000000002
1333,0.25,0.9,0.9,17.22,2.78,39.0,1007.79,0.0,1.0
1334,0.25,0.9,0.9,17.22,2.78,39.0,1007.79,1.0,1.0
1335,0.25,0.9,0.9,17.22,2.78,39.0,1007.79,2.0,1.0
1336,0.25,0.9,0.9,17.22,2.78,39.0,1007.79,3.0,1.0
1337,0.25,0.9,0.9,17.22,2.78,39.0,1007.79,4.0,1.0
1338,0.25,0.9,0.9,17.22,2.78,39.0,1007.79,5.0,1.0
1339,0.25,0.9,1.0,17.22,2.78,39.0,1007.79,0.0,0.9
1340,0.25,0.9,1.0,17.22,2.78,39.0,1007.79,1.0,0.9
1341,0.25,0.9,1.0,17.22,2.78,39.0,1007.79,2.0,0.9
1342,0.25,0.9,1.0,17.22,2.78,39.0,1007.79,3.0,0.9
1343,0.25,0.9,1.0,17.22,2.78,39.0,1007.79,4.0,0.9
1344,0.25,0.9,1.0,17.22,2.78,39.0,1007.79,5.0,0.9
1345,0.25,0.9,1.1,17.22,2.78,39.0,1007.79,0.0,0.8181818181818181
1346,0.25,0.9,1.1,17.22,2.78,39.0,1007.79,1.0,0.8181818181818181
1347,0.25,0.9,1.1,17.22,2.78,39.0,1007.79,2.0,0.8181818181818181
1348,0.25,0.9,1.1,17.22,2.78,39.0,1007.79,3.0,0.8181818181818181
1349,0.25,0.9,1.1,17.22,2.78,39.0,1007.79,4.0,0.8181818181818181
1350,0.25,0.9,1.1,17.22,2.78,39.0,1007.79,5.0,0.8181818181818181
1351,0.25,0.9,1.2000000000000002,17.22,2.78,39.0,1007.79,0.0,0.7499999999999999
1352,0.25,0.9,1.2000000000000002,17.22,2.78,39.0,1007.79,1.0,0.7499999999999999
1353,0.25,0.9,1.2000000000000002,17.22,2.78,39.0,1007.79,2.0,0.7499999999999999
1354,0.25,0.9,1.2000000000000002,17.22,2.78,39.0,1007.79,3.0,0.7499999999999999
1355,0.25,0.9,1.2000000000000002,17.22,2.78,39.0,1007.79,4.0,0.7499999999999999
1356,0.25,0.9,1.2000000000000002,17.22,2.78,39.0,1007.79,5.0,0.7499999999999999
1357,0.25,0.9,1.3,17.22,2.78,39.0,1007.79,0.0,0.6923076923076923
1358,0.25,0.9,1.3,17.22,2.78,39.0,1007.79,1.0,0.6923076923076923
1359,0.25,0.9,1.3,17.22,2.78,39.0,1007.79,2.0,0.6923076923076923
1360,0.25,0.9,1.3,17.22,2.78,39.0,1007.79,3.0,0.6923076923076923
1361,0.25,0.9,1.3,17.22,2.78,39.0,1007.79,4.0,0.6923076923076923
1362,0.25,0.9,1.3,17.22,2.78,39.0,1007.79,5.0,0.6923076923076923
1363,0.25,0.9,1.4000000000000001,17.22,2.78,39.0,1007.79,0.0,0.6428571428571428
1364,0.25,0.9,1.4000000000000001,17.22,2.78,39.0,1007.79,1.0,0.6428571428571428
1365,0.25,0.9,1.4000000000000001,17.22,2.78,39.0,1007.79,2.0,0.6428571428571428
1366,0.25,0.9,1.4000000000000001,17.22,2.78,39.0,1007.79,3.0,0.6428571428571428
1367,0.25,0.9,1.4000000000000001,17.22,2.78,39.0,1007.79,4.0,0.6428571428571428
1368,0.25,0.9,1.4000000000000001,17.22,2.78,39.0,1007.79,5.0,0.6428571428571428
1369,0.25,0.9,1.5,17.22,2.78,39.0,1007.79,0.0,0.6
1370,0.25,0.9,1.5,17.22,2.78,39.0,1007.79,1.0,0.6
1371,0.25,0.9,1.5,17.22,2.78,39.0,1007.79,2.0,0.6
1372,0.25,0.9,1.5,17.22,2.78,39.0,1007.79,3.0,0.6
1373,0.25,0.9,1.5,17.22,2.78,39.0,1007.79,4.0,0.6
1374,0.25,0.9,1.5,17.22,2.78,39.0,1007.79,5.0,0.6
1375,0.25,0.9,1.6,17.22,2.78,39.0,1007.79,0.0,0.5625
1376,0.25,0.9,1.6,17.22,2.78,39.0,1007.79,1.0,0.5625
1377,0.25,0.9,1.6,17.22,2.78,39.0,1007.79,2.0,0.5625
1378,0.25,0.9,1.6,17.22,2.78,39.0,1007.79,3.0,0.5625
1379,0.25,0.9,1.6,17.22,2.78,39.0,1007.79,4.0,0.5625
1380,0.25,0.9,1.6,17.22,2.78,39.0,1007.79,5.0,0.5625
1381,0.25,1.0,0.7,17.22,2.78,39.0,1007.79,0.0,1.4285714285714286
1382,0.25,1.0,0.7,17.22,2.78,39.0,1007.79,1.0,1.4285714285714286
1383,0.25,1.0,0.7,17.22,2.78,39.0,1007.79,2.0,1.4285714285714286
1384,0.25,1.0,0.7,17.22,2.78,39.0,1007.79,3.0,1.4285714285714286
1385,0.25,1.0,0.7,17.22,2.78,39.0,1007.79,4.0,1.4285714285714286
1386,0.25,1.0,0.7,17.22,2.78,39.0,1007.79,5.0,1.4285714285714286
1387,0.25,1.0,0.7999999999999999,17.22,2.78,39.0,1007.79,0.0,1.25
1388,0.25,1.0,0.7999999999999999,17.22,2.78,39.0,1007.79,1.0,1.25
1389,0.25,1.0,0.7999999999999999,17.22,2.78,39.0,1007.79,2.0,1.25
1390,0.25,1.0,0.7999999999999999,17.22,2.78,39.0,1007.79,3.0,1.25
1391,0.25,1.0,0.7999999999999999,17.22,2.78,39.0,1007.79,4.0,1.25
1392,0.25,1.0,0.7999999999999999,17.22,2.78,39.0,1007.79,5.0,1.25
1393,0.25,1.0,0.9,17.22,2.78,39.0,1007.79,0.0,1.1111111111111112
