index,PCE,quantity DS HTL,ratio P3HT:PCBM,P3HT,PCBM,temperature,dew point,hummidity,time,Set,PCE_pred
73,0.430536075,0.5,1.2,1.2,1.0,20.0,3.89,35,7,Training,0.44483240719999995
74,0.528664002,0.5,1.1,1.1,1.0,20.0,3.89,35,7,Training,0.5094743328749998
75,0.629452696,0.5,1.0,1.0,1.0,20.0,3.89,35,7,Training,0.6764037932875002
76,0.470710945,0.5,1.11,1.0,0.9,20.0,3.89,35,7,Training,0.46183520097500014
77,1.179071417,0.5,1.25,1.0,0.8,20.0,3.89,35,7,Training,1.1830479281250006
78,0.432386117,0.5,1.2,1.2,1.0,17.78,6.11,45,13,Training,0.43262787867499997
79,0.483637812,0.5,1.1,1.1,1.0,17.78,6.11,45,13,Training,0.4904563400999999
80,0.631244487,0.5,1.0,1.0,1.0,17.78,6.11,45,13,Training,0.6806544688875001
81,0.427945073,0.5,1.11,1.0,0.9,17.78,6.11,45,13,Training,0.44321846487500005
82,1.193734878,0.5,1.25,1.0,0.8,17.78,6.11,45,13,Training,1.1820126282750005
83,0.425753015,0.5,1.2,1.2,1.0,12.22,2.78,54,20,Training,0.42095276557500005
84,0.506974214,0.5,1.1,1.1,1.0,12.22,2.78,54,20,Training,0.48680393452499987
85,0.437369792,0.5,1.11,1.0,0.9,12.22,2.78,54,20,Training,0.4331181185500001
87,0.384668315,0.5,1.2,1.2,1.0,15.0,3.89,48,21,Training,0.40476941167500013
89,0.585049053,0.5,1.0,1.0,1.0,15.0,3.89,48,21,Training,0.7548960025374996
90,0.411925115,0.5,1.11,1.0,0.9,15.0,3.89,48,21,Training,0.4140354062250002
91,1.128362401,0.5,1.25,1.0,0.8,15.0,3.89,48,21,Training,1.1353941107
92,0.453021355,0.5,1.1,1.1,1.0,17.22,5.0,45,26,Training,0.4608062705000001
93,0.56834793,0.5,1.0,1.0,1.0,17.22,5.0,45,26,Training,0.6503552520000002
94,0.418292641,0.5,1.11,1.0,0.9,17.22,5.0,45,26,Training,0.41537283205000025
95,1.09658479,0.5,1.25,1.0,0.8,17.22,5.0,45,26,Training,1.1282441482250005
96,0.386665943,0.5,1.2,1.2,1.0,16.11,8.89,63,47,Training,0.39275330402500014
97,0.496965052,0.5,1.1,1.1,1.0,16.11,8.89,63,47,Training,0.4735174915750001
98,0.591496449,0.5,1.0,1.0,1.0,16.11,8.89,63,47,Training,0.6358188998250002
99,0.416701285,0.5,1.11,1.0,0.9,16.11,8.89,63,47,Training,0.4050471175000001
100,0.350119849,0.5,1.2,1.2,1.0,12.78,7.78,72,69,Training,0.36104354267500016
101,0.434195639,0.5,1.1,1.1,1.0,12.78,7.78,72,69,Training,0.4521561076749999
102,0.539906641,0.5,1.0,1.0,1.0,12.78,7.78,72,69,Training,0.5342730237000002
103,0.372726732,0.5,1.11,1.0,0.9,12.78,7.78,72,69,Training,0.3738688655000001
104,0.989863056,0.5,1.25,1.0,0.8,12.78,7.78,72,69,Training,0.9895357402749999
105,0.456260932,0.5,1.1,1.1,1.0,12.22,3.89,58,78,Training,0.4558879661499998
106,0.536703421,0.5,1.0,1.0,1.0,12.22,3.89,58,78,Training,0.5307361074499999
107,0.385337873,0.5,1.11,1.0,0.9,12.22,3.89,58,78,Training,0.37885805332499994
108,0.372614967,0.5,1.2,1.2,1.0,12.22,10.0,88,98,Training,0.3676996973000001
109,0.4830183,0.5,1.1,1.1,1.0,12.22,10.0,88,98,Training,0.46683090207500005
110,0.561212369,0.5,1.0,1.0,1.0,12.22,10.0,88,98,Training,0.5513041023999998
111,0.388483675,0.5,1.11,1.0,0.9,12.22,10.0,88,98,Training,0.38001761212499996
112,0.989621572,0.5,1.25,1.0,0.8,12.22,10.0,88,98,Training,0.9600327270749996
113,0.356893347,0.5,1.2,1.2,1.0,17.22,1.11,34,104,Training,0.3582621033499999
114,0.574729323,0.5,1.0,1.0,1.0,17.22,1.11,34,104,Training,0.5511550584499998
115,0.340614017,0.5,1.11,1.0,0.9,17.22,1.11,34,104,Training,0.36114145637500006
116,0.892249893,0.5,1.25,1.0,0.8,17.22,1.11,34,104,Training,0.9242912008749997
117,0.371755573,0.5,1.2,1.2,1.0,16.11,2.78,42,111,Training,0.3663366479499999
118,0.468562853,0.5,1.1,1.1,1.0,16.11,2.78,42,111,Training,0.4646713239750001
119,0.579998859,0.5,1.0,1.0,1.0,16.11,2.78,42,111,Training,0.5580053140999998
120,0.400197432,0.5,1.11,1.0,0.9,16.11,2.78,42,111,Training,0.37634019750000014
122,0.352322598,0.5,1.2,1.2,1.0,16.11,8.89,63,118,Training,0.3582510014500001
124,0.366227516,0.5,1.11,1.0,0.9,16.11,8.89,63,118,Training,0.3687543334500002
125,0.363799107,0.5,1.2,1.2,1.0,15.0,11.11,77,125,Training,0.3610827108250001
126,0.429654858,0.5,1.1,1.1,1.0,15.0,11.11,77,125,Training,0.45398419904999987
127,0.3570133,0.5,1.11,1.0,0.9,15.0,11.11,77,125,Training,0.36280959437500016
128,0.369159567,0.5,1.2,1.2,1.0,17.22,10.0,63,132,Training,0.3662828189250001
129,0.476260423,0.5,1.1,1.1,1.0,17.22,10.0,63,132,Training,0.46677409267499986
130,0.509081229,0.5,1.0,1.0,1.0,17.22,10.0,63,132,Training,0.5368814492999998
132,0.967710542,0.5,1.25,1.0,0.8,17.22,10.0,63,132,Training,0.927502267975
133,0.368956741,0.5,1.2,1.2,1.0,12.78,11.11,88,139,Training,0.36850198267499995
134,0.479060095,0.5,1.1,1.1,1.0,12.78,11.11,88,139,Training,0.471445490325
135,0.576230706,0.5,1.0,1.0,1.0,12.78,11.11,88,139,Training,0.5639295361250001
136,0.372331527,0.5,1.11,1.0,0.9,12.78,11.11,88,139,Training,0.3679433864500001
137,0.879525394,0.5,1.25,1.0,0.8,12.78,11.11,88,139,Training,0.9111211295500002
139,0.462781497,0.5,1.1,1.1,1.0,15.0,12.22,82,146,Training,0.4566267452500001
140,0.563189777,0.5,1.0,1.0,1.0,15.0,12.22,82,146,Training,0.5793147930750002
