index,PCE,quantity DS HTL,ratio P3HT:PCBM,P3HT,PCBM,temperature,dew point,hummidity,time,Set,PCE_pred
140,0.563189777,0.5,1.0,1.0,1.0,15.0,12.22,82,146,Training,0.540761204015313
141,0.354058686,0.5,1.11,1.0,0.9,15.0,12.22,82,146,Training,0.340377580209565
142,0.919770884,0.5,1.25,1.0,0.8,15.0,12.22,82,146,Training,0.9088251422742349
143,0.353683633,0.5,1.2,1.2,1.0,12.78,6.11,63,153,Training,0.35605272789357956
144,0.586818948,0.5,1.0,1.0,1.0,12.78,6.11,63,153,Training,0.5383845755221786
145,0.356698391,0.5,1.2,1.2,1.0,17.22,12.78,77,160,Training,0.335179009969627
147,0.555027614,0.5,1.0,1.0,1.0,17.22,12.78,77,160,Training,0.5165302437609103
148,0.328186539,0.5,1.11,1.0,0.9,17.22,12.78,77,160,Training,0.30910956497534803
150,0.370432077,0.5,1.2,1.2,1.0,18.89,10.0,56,174,Training,0.40587573950770195
151,0.439298807,0.5,1.1,1.1,1.0,18.89,10.0,56,174,Training,0.4726920054616266
152,0.560664302,0.5,1.0,1.0,1.0,18.89,10.0,56,174,Training,0.742171257086058
153,0.344411681,0.5,1.11,1.0,0.9,18.89,10.0,56,174,Training,0.339667213190334
154,0.854300392,0.5,1.25,1.0,0.8,18.89,10.0,56,174,Training,0.9191117923816429
155,0.364228311,0.5,1.2,1.2,1.0,15.0,13.89,94,181,Training,0.3413305343515276
156,0.430383646,0.5,1.1,1.1,1.0,15.0,13.89,94,181,Training,0.4289687665520976
157,0.460062653,0.5,1.0,1.0,1.0,15.0,13.89,94,181,Training,0.534970329105139
158,0.265207881,0.5,1.11,1.0,0.9,15.0,13.89,94,181,Training,0.28449336212257287
159,0.766864312,0.5,1.25,1.0,0.8,15.0,13.89,94,181,Training,0.8054426867726918
162,0.29017084,0.5,1.11,1.0,0.9,22.78,12.22,50,188,Training,0.4171120213093614
163,0.703070694,0.5,1.25,1.0,0.8,22.78,12.22,50,188,Training,0.7419966806394988
164,0.452497191,0.5,1.0,1.0,1.0,22.78,18.89,78,195,Training,0.516179169318809
165,0.3175822,0.5,1.11,1.0,0.9,22.78,18.89,78,195,Training,0.2489352175868708
166,0.326595166,0.5,1.2,1.2,1.0,22.78,6.11,33,202,Training,0.31894781464819866
