train,split,model,type,seed,y,names,error_type,X_descriptors,rmse
80,RND,MVL,reg,19,PCE,index,rmse,"['quantity DS HTL', 'ratio P3HT:PCBM', 'P3HT', 'PCBM', 'temperature', 'dew point', 'hummidity', 'time']",0.11089053664884858
