train,split,model,type,seed,y,names,error_type,X_descriptors,batch_size,hidden_layer_sizes,learning_rate_init,max_iter,validation_fraction,alpha,shuffle,tol,early_stopping,beta_1,beta_2,epsilon,rmse
80,RND,NN,reg,70,PCE,index,rmse,"['quantity DS HTL', 'ratio P3HT:PCBM', 'P3HT', 'PCBM', 'temperature', 'dew point', 'hummidity', 'time']",4,"[16, 16]",0.01,50,0.2,0.0001,True,0.0001,False,0.9,0.999,1e-08,0.05464315721914913
